Title,Directed by,Produced by,Starring,Lead,Cinematography,Production companies,Distributed by,Release_date_dt,Release_month,Running_time_min,Country,Language,Budget,Box_office,Box_office_opening,Rating
The Patriot,Roland Emmerich,"['Dean Devlin', 'Mark Gordon', 'Gary Levinsohn']","['Mel Gibson', 'Heath Ledger', 'Joely Richardson', 'Jason Isaacs', 'Chris Cooper', 'Tchéky Karyo', 'René Auberjonois', 'Tom Wilkinson']",Mel Gibson,Caleb Deschanel,"['Columbia Pictures', 'Centropolis Entertainment', 'Mutual Film Company']",Sony Pictures Releasing,2000-06-28,6.0,164.0,United States,English,110000000.0,215300000.0,22413710.0,R
Pay It Forward,Mimi Leder,"['Peter Abrams', 'Robert L. Levy', 'Steven Reuther']","['Kevin Spacey', 'Helen Hunt', 'Haley Joel Osment', 'Jay Mohr', 'James Caviezel', 'Jon Bon Jovi', 'Angie Dickinson']",Kevin Spacey,Oliver Stapleton,"['Bel-Air Entertainment', 'Tapestry Films', 'Pathé']",Warner Bros. Pictures,2000-10-20,10.0,123.0,United States,English,40000000.0,55700000.0,9631359.0,PG-13
The Perfect Storm,Wolfgang Petersen,"['Paula Weinstein', 'Wolfgang Petersen', 'Gail Katz']","['George Clooney', 'Mark Wahlberg', 'Diane Lane', 'John Hawkes', 'William Fichtner', 'Karen Allen', 'Bob Gunton', 'Mary Elizabeth Mastrantonio', 'John C. Reilly']",George Clooney,John Seale,"['Baltimore Pictures', 'Radiant Productions']",Warner Bros.,2000-06-30,6.0,130.0,United States,English,120000000.0,328700000.0,41325042.0,PG-13
Pitch Black,David Twohy,Tom Engelman,"['Vin Diesel', 'Radha Mitchell', 'Cole Hauser', 'Keith David']",Vin Diesel,David Eggby,"['Gramercy Pictures', 'PolyGram Filmed Entertainment', 'Interscope Communications']",USA Films,2000-02-18,2.0,104.0,United States,English,23000000.0,53200000.0,11577688.0,R
Pollock,Ed Harris,Peter M. Brant,"['Ed Harris', 'Marcia Gay Harden', 'Tom Bower', 'Jennifer Connelly', 'Bud Cort', 'John Heard', 'Val Kilmer', 'Robert Knott', 'David Leary', 'Amy Madigan', 'Sally Murphy', 'Molly Regan', 'Stephanie Seymour', 'Matthew Sussman', 'Jeffrey Tambor', 'Sada Thompson', 'Norbert Weisser']",Ed Harris,Lisa Rinzler,,Sony Pictures Classics,2000-09-06,9.0,122.0,United States,English,,10500000.0,44244.0,R
Poor White Trash,Michael Addis,Lorena David,"['Sean Young', 'Jason London', 'Jaime Pressly', 'William Devane']",Sean Young,,,"['Hollywood Independents', 'Xenon Entertainment Group']",2000-06-16,6.0,89.0,United States,English,,,,Unknown
Price of Glory,Carlos Ávila,"['Arthur Friedman', 'Moctesuma Esparza']","['Jimmy Smits', 'Maria del Mar', 'Jon Seda', 'Clifton Collins Jr.', 'Ernesto Hernandez', 'Ron Perlman', 'Louis Mandylor']",Jimmy Smits,Affonso Beato,['Shoreline Entertainment'],New Line Cinema,2000-03-31,3.0,118.0,United States,English,18000000.0,3500000.0,1611833.0,PG-13
Prince of Central Park,John Leekley,Steven Seagal,"['Kathleen Turner', 'Danny Aiello', 'Cathy Moriarty', 'Harvey Keitel']",Kathleen Turner,,,Keystone Studios,2000-09-22,9.0,109.0,,,,7838.0,5810.0,PG-13
Proof of Life,Taylor Hackford,"['Taylor Hackford', 'Charles Mulvehill']","['Meg Ryan', 'Russell Crowe', 'David Morse', 'Pamela Reed', 'David Caruso']",Meg Ryan,Sławomir Idziak,"['Castle Rock Entertainment', 'Bel-Air Entertainment', 'Anvil Films']",Warner Bros. Pictures,2000-12-08,12.0,130.0,United States,,65000000.0,62800000.0,10207869.0,R
Psycho Beach Party,Robert Lee King,"['Virginia Biddle', 'Jon Gerrans', 'Marcus Hu', 'Victor Syrmis']","['Lauren Ambrose', 'Thomas Gibson', 'Amy Adams', 'Nicholas Brendon', 'Matt Keeslar']",Lauren Ambrose,,,Strand,2000-01-23,1.0,95.0,,English,1500000.0,,21359.0,Unknown
Quills,Philip Kaufman,"['Julia Chasman', 'Peter Kaufman', 'Nick Wechsler']","['Geoffrey Rush', 'Kate Winslet', 'Joaquin Phoenix', 'Michael Caine']",Geoffrey Rush,Rogier Stoffers,"['Industry Entertainment', 'Walrus & Associates']",Fox Searchlight Pictures,2000-09-02,9.0,124.0,,,13500000.0,18000000.0,249383.0,R
Ready to Rumble,Brian Robbins,"['Robert F. Newmyer', 'Jeffrey Silver']","['David Arquette', 'Oliver Platt', 'Scott Caan', 'Bill Goldberg', 'Rose McGowan', 'Diamond Dallas Page', 'Joe Pantoliano', 'Martin Landau']",David Arquette,Clark Mathis,"['Outlaw Productions', 'Bel Air Entertainment', 'Tollin/Robbins Productions']",Warner Bros.,2000-04-07,4.0,107.0,United States,English,24000000.0,12500000.0,5257778.0,PG-13
Red Planet,Antony Hoffman,"['Bruce Berman', 'Mark Canton']","['Val Kilmer', 'Carrie-Anne Moss', 'Tom Sizemore', 'Benjamin Bratt', 'Simon Baker', 'Terence Stamp']",Val Kilmer,Peter Suschitzky,['Village Roadshow Pictures'],"['Warner Bros. Pictures', 'Roadshow Entertainment', '(Australia & New Zealand)']",2000-11-10,11.0,106.0,,English,80000000.0,33500000.0,8721296.0,PG-13
Reindeer Games,John Frankenheimer,"['Marty Katz', 'Chris Moore']","['Ben Affleck', 'Gary Sinise', 'Charlize Theron', 'Dennis Farina', 'James Frain', 'Donal Logue', 'Clarence Williams III']",Ben Affleck,Alan Caso,['Dimension Films'],Miramax Films,2000-02-25,2.0,104.0,United States,English,42000000.0,32200000.000000004,8128356.0,R
Remember the Titans,Boaz Yakin,"['Jerry Bruckheimer', 'Chad Oman']","['Denzel Washington', 'Will Patton', 'Donald Faison', 'Nicole Ari Parker']",Denzel Washington,Philippe Rousselot,"['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Technical Black Films']",Buena Vista Pictures,2000-09-29,9.0,113.0,United States,English,30000000.0,136800000.0,20905831.0,PG
The Replacements,Howard Deutch,Dylan Sellers,"['Keanu Reeves', 'Gene Hackman', 'Orlando Jones', 'Jon Favreau', 'Brooke Langton', 'Rhys Ifans']",Keanu Reeves,Tak Fujimoto,['Bel Air Entertainment'],Warner Bros. Pictures,2000-08-11,8.0,118.0,,English,50000000.0,50100000.0,11039214.0,PG-13
Requiem for a Dream,Darren Aronofsky,"['Eric Watson', 'Palmer West']","['Ellen Burstyn', 'Jared Leto', 'Jennifer Connelly', 'Marlon Wayans']",Ellen Burstyn,Matthew Libatique,"['Thousand Words', 'Protozoa Pictures']",Artisan Entertainment,2000-05-14,5.0,101.0,United States,English,4500000.0,7400000.0,64770.0,R
Return to Me,Bonnie Hunt,Jennie Lew Tugend,"['David Duchovny', 'Minnie Driver', ""Carroll O'Connor"", 'Robert Loggia', 'David Alan Grier', 'Bonnie Hunt', 'Joely Richardson', 'James Belushi']",David Duchovny,László Kovács,['Metro–Goldwyn–Mayer'],"['MGM Distribution Co.', '(United States)', 'United International Pictures', '(International)']",2000-04-07,4.0,115.0,United States,English,24000000.0,36000000.0,7820836.0,PG
The Road to El Dorado,"['Bibo Bergeron', 'Don Paul']","['Bonne Radford', 'Brook Breton']","['Kenneth Branagh', 'Kevin Kline', 'Rosie Perez', 'Armand Assante', 'Edward James Olmos', 'Jim Cummings']",Kenneth Branagh,,['DreamWorks Animation'],DreamWorks Pictures,2000-03-31,3.0,89.0,United States,English,95000000.0,76400000.0,12846652.0,PG
Road Trip,Todd Phillips,"['Daniel Goldberg', 'Joe Medjuck']","['Tom Green', 'Breckin Meyer', 'Seann William Scott', 'Amy Smart', 'Rachel Blanchard', 'Fred Ward', 'DJ Qualls', 'Paulo Costanzo']",Tom Green,Mark Irwin,['The Montecito Picture Company'],"['DreamWorks Pictures', 'The Montecito Picture Company']",2000-05-19,5.0,94.0,United States,English,16000000.0,119800000.0,15484004.0,R
Romeo Must Die,Andrzej Bartkowiak,"['Joel Silver', 'Jim Van Wyck']","['Jet Li', 'Aaliyah', 'Isaiah Washington', 'Russell Wong', 'DMX', 'Delroy Lindo']",Jet Li,Glen MacPherson,['Silver Pictures'],Warner Bros. Pictures,2000-03-22,3.0,115.0,United States,English,25000000.0,91000000.0,18014503.0,R
Rugrats in Paris: The Movie,"['Stig Bergqvist', 'Paul Demeyer']","['Arlene Klasky', 'Gábor Csupó']","['Christine Cavanaugh', 'E. G. Daily', 'Tara Strong', 'Cheryl Chase', 'Kath Soucie', 'Dionne Quan', 'Jack Riley', 'Melanie Chartoff', 'Michael Bell', 'Tress MacNeille', 'Julia Kato', 'Philip Proctor', 'Susan Sarandon', 'John Lithgow']",Christine Cavanaugh,,"['Klasky Csupo', 'Munich Film Partners GmbH', 'Nickelodeon Movies', 'Paramount Pictures', 'Rugrats Productions KG']","['Paramount Pictures', 'Nickelodeon Movies']",2000-11-17,11.0,78.0,,English,30000000.0,103300000.0,22718184.0,Unknown
The Rugrats Movie,"['Igor Kovalyov', 'Norton Virgien']","['Arlene Klasky', 'Gábor Csupó']","['E. G. Daily', 'Tara Strong', 'Christine Cavanaugh', 'Kath Soucie', 'Cheryl Chase', 'David Spade', 'Whoopi Goldberg', 'Margaret Cho', 'Busta Rhymes', 'Tim Curry']",E. G. Daily,,['Klasky Csupo'],"['Paramount Pictures', 'Nickelodeon Movies']",1998-11-08,11.0,80.0,United States,English,24000000.0,141000000.0,27321470.0,Unknown
Rules of Engagement,William Friedkin,"['Scott Rudin', 'Richard D. Zanuck']","['Tommy Lee Jones', 'Samuel L. Jackson', 'Guy Pearce', 'Bruce Greenwood', 'Blair Underwood', 'Philip Baker Hall', 'Anne Archer', 'Ben Kingsley']",Tommy Lee Jones,"['William A. Fraker', 'Nicola Pecorini']","['Scott Rudin Productions', 'Seven Arts Pictures']",Paramount Pictures,2000-04-07,4.0,128.0,United States,,60000000.0,71700000.0,15011181.0,R
A Rumor of Angels,Peter O'Fallon,"['Lisa M. Hansen', 'Paul Hertzberg', ""Peter O'Fallon"", 'John Hamilton', 'Brad Krevoy']","['Vanessa Redgrave', 'Ray Liotta']",Vanessa Redgrave,Roy H. Wagner,"['CineTel Films', 'MPCA', 'Rumor Productions', 'Rumor of Angels Inc.']",Metro-Goldwyn-Mayer,2002-02-01,2.0,105.0,United States,English,,,17766.0,PG-13
The Scarecrow,"['Brian Nissen', 'Richard Rich']","['Terry L. Noss', 'Richard Rich', 'Thomas J. Tobin']","['Shawn Hoffman', 'Belinda Montgomery', 'Ray Porter', 'Corey Feldman', 'Paul Masonson']",Shawn Hoffman,,"['Nest Family Entertainment', 'Rich Animation Studios']",Warner Bros.,2000-08-22,8.0,81.0,United States,English,,,,R
Scary Movie,Keenen Ivory Wayans,"['Eric L. Gold', 'Lee R. Mayes']","['Anna Faris', 'Jon Abrahams', 'Carmen Electra', 'Shannon Elizabeth', 'Kurt Fuller', 'Regina Hall', 'Lochlyn Munro', 'Cheri Oteri', 'Dave Sheridan', 'Marlon Wayans', 'Shawn Wayans']",Anna Faris,Francis Kenny,"['Wayans Bros. Entertainment', 'Gold/Miller Productions', 'Brad Grey Pictures']",Dimension Films,2000-07-07,7.0,88.0,United States,English,19000000.0,278000000.0,42346669.0,R
Scottsboro: An American Tragedy,"['Daniel Anker', 'Barak Goodman']",,,,,,Cowboy Pictures,2001-01-19,1.0,84.0,United States,English,,6123.0,2991.0,Unknown
Scream 3,Wes Craven,"['Cathy Konrad', 'Kevin Williamson', 'Marianne Maddalena']","['David Arquette', 'Neve Campbell', 'Courteney Cox Arquette', 'Patrick Dempsey', 'Scott Foley', 'Lance Henriksen', 'Matt Keeslar', 'Jenny McCarthy', 'Emily Mortimer', 'Parker Posey', 'Deon Richmond', 'Patrick Warburton']",David Arquette,Peter Deming,"['Konrad Pictures', 'Craven/Maddalena Films']",Dimension Films,2000-02-03,2.0,117.0,United States,English,40000000.0,161800000.0,34713342.0,R
Scream 2,Wes Craven,"['Wes Craven', 'Cathy Konrad', 'Marianne Maddalena']","['David Arquette', 'Neve Campbell', 'Courteney Cox', 'Sarah Michelle Gellar', 'Jamie Kennedy', 'Laurie Metcalf', ""Jerry O'Connell"", 'Jada Pinkett', 'Liev Schreiber']",David Arquette,Peter Deming,"['Konrad Pictures', 'Craven-Maddalena Films']",Dimension Films,1997-12-10,12.0,120.0,United States,English,24000000.0,172400000.0,32926342.0,R
Screwed,"['Scott Alexander', 'Larry Karaszewski']",Robert Simonds,"['Norm Macdonald', 'Dave Chappelle', 'Elaine Stritch', 'Daniel Benzali', 'Sherman Hemsley', 'Danny DeVito']",Norm Macdonald,Robert Brinkmann,['Brillstein-Grey Entertainment'],Universal Pictures,2000-05-12,5.0,81.0,United States,English,10000000.0,7000000.0,3342085.0,PG-13
Seventeen Again,Jeffrey W. Byrd,"['Brandon Bates', 'Darlene Mowry', 'Stewart St. John']","['Tia Mowry', 'Tamera Mowry', 'Tahj Mowry']",Tia Mowry,John P. Tarver,['Tri-Ess Productions'],Showtime Networks,2000-11-12,11.0,97.0,United States,English,,,23722310.0,PG-13
Sexy Beast,Jonathan Glazer,Jeremy Thomas,"['Ray Winstone', 'Ben Kingsley', 'Ian McShane', 'Amanda Redman', 'Cavan Kendall', 'Julianne White', 'Álvaro Monje', 'James Fox']",Ray Winstone,Ivan Bird,"['FilmFour', 'Kanzaman S.A.', 'Recorded Picture Company', 'Jeremy Thomas Productions']",Fox Searchlight Pictures,2000-09-13,9.0,88.0,,English,4300000.0,10200000.0,170356.0,R
Shadow of the Vampire,E. Elias Merhige,"['Nicolas Cage', 'Jeff Levine']","['John Malkovich', 'Willem Dafoe', 'Cary Elwes', 'John Aden Gillet', 'Eddie Izzard', 'Udo Kier', 'Catherine McCormack', 'Ronan Vibert']",John Malkovich,Lou Bogue,"['BBC Films', 'Madman Films', 'Saturn Films']","['Metrodome Distribution (United Kingdom)', 'Lions Gate Films', '(United States)']",2000-12-29,12.0,92.0,,,8000000.0,11200000.0,150171.0,R
Shaft,John Singleton,"['Scott Rudin', 'John Singleton']","['Samuel L. Jackson', 'Vanessa Williams', 'Jeffrey Wright', 'Christian Bale', 'Dan Hedaya', 'Busta Rhymes', 'Toni Collette', 'Richard Roundtree']",Samuel L. Jackson,Donald E. Thorin,"['Scott Rudin Productions', 'New Deal Productions']",Paramount Pictures,2000-06-16,6.0,99.0,United States,English,46000000.0,107200000.0,21714757.0,R
Shaft,Gordon Parks,Joel Freeman,"['Richard Roundtree', 'Moses Gunn', 'Charles Cioffi']",Richard Roundtree,Urs Furrer,['Shaft Productions'],Metro-Goldwyn-Mayer,1971-06-25,6.0,100.0,United States,English,,12000000.0,8901419.0,R
Shanghai Noon,Tom Dey,"['Roger Birnbaum', 'Gary Barber', 'Jonathan Glickman']","['Jackie Chan', 'Owen Wilson', 'Lucy Liu']",Jackie Chan,Dan Mindel,"['Touchstone Pictures', 'Spyglass Entertainment', 'Birnbaum/Barber Productions', 'Jackie Chan Films Limited']",Buena Vista Pictures,2000-05-26,5.0,110.0,,English,55000000.0,99300000.0,15607034.0,PG-13
The Skulls,Rob Cohen,"['Neal H. Moritz', 'John Pogue']","['Joshua Jackson', 'Paul Walker', 'Hill Harper', 'Leslie Bibb', 'Christopher McDonald', 'Steve Harris', 'William Petersen', 'Craig T. Nelson']",Joshua Jackson,Shane Hurlbut,['Original Film'],Universal Pictures,2000-03-31,3.0,106.0,United States,English,15000000.0,50800000.0,11034885.0,PG-13
Small Time Crooks,Woody Allen,Jean Doumanian,"['Woody Allen', 'Tony Darrow', 'Hugh Grant', 'George Grizzard', 'Jon Lovitz', 'Elaine May', 'Michael Rapaport', 'Elaine Stritch', 'Tracey Ullman']",Woody Allen,Zhao Fei,['Sweetland Films'],DreamWorks Pictures,2000-05-19,5.0,95.0,United States,English,25000000.0,29934477.0,3880723.0,PG
The Smokers,Christina Peters,"['Kenny Golde', 'Nicholas M. Loeb']","['Dominique Swain', 'Busy Philipps', 'Keri Lynn Pratt', 'Nicholas M. Loeb', 'Oliver Hudson']",Dominique Swain,J.B. Letchinger,['International Production Company'],MGM Home Entertainment,2000-03-05,3.0,96.0,United States,English,,,,Unknown
Snatch,Guy Ritchie,Matthew Vaughn,"['Brad Pitt', 'Jason Statham', 'Benicio del Toro', 'Dennis Farina', 'Jason Flemyng', 'Vinnie Jones', 'Rade Šerbedžija']",Brad Pitt,Tim Maurice-Jones,"['Columbia Pictures', '(UK)', 'Screen Gems', '(US)', 'SKA Films', 'Matthew Vaughn Productions']",Sony Pictures Releasing,2000-08-23,8.0,102.0,,English,10000000.0,83600000.0,27932.0,R
Snow Day,Chris Koch,"['Albie Hecht', 'Julia Pistor']","['Chris Elliott', 'Mark Webber', 'Jean Smart', 'Chevy Chase', 'Eric Arnold']",Chris Elliott,Robbie Greenberg,"['Nickelodeon Movies', 'C.O.R.E.']",Paramount Pictures,2000-02-11,2.0,89.0,United States,English,13000000.0,62500000.0,14331819.0,PG
Songcatcher,Maggie Greenwald,Richard Miller,"['Janet McTeer', 'Aidan Quinn', 'Michael Davis', 'Michael Goodwin', 'Jane Adams', 'E. Katherine Kerr', 'Emmy Rossum', 'Pat Carroll']",Janet McTeer,Enrique Chediak,,Lionsgate,2000-01-25,1.0,109.0,United States,English,,,41967.0,PG-13
Sound and Fury,Josh Aronson,"['Josh Aronson', 'Jackie Roth', 'Julie Sacks', 'Roger Weisberg']",,,,['Public Policy Productions'],Artistic License Films,,,80.0,United States,English,,,7104.0,Unknown
Space Cowboys,Clint Eastwood,"['Clint Eastwood', 'Andrew Lazar']","['Clint Eastwood', 'Tommy Lee Jones', 'Donald Sutherland', 'James Garner', 'Marcia Gay Harden', 'William Devane', 'Loren Dean', 'Courtney B. Vance', 'James Cromwell']",Clint Eastwood,Jack N. Green,"['Village Roadshow Pictures', 'Clipsal Films', 'Malpaso Productions', 'Mad Chance Productions']",Warner Bros. Pictures,2000-08-04,8.0,130.0,United States,English,60000000.0,128900000.0,18093776.0,PG-13
The Specials,Craig Mazin,Mark A. Altman,"['Thomas Haden Church', 'James Gunn', 'Rob Lowe', 'Jamie Kennedy', 'Judy Greer', 'Sean Gunn', 'Paget Brewster', 'Jordan Ladd', 'Jim Zulevic', 'Kelly Coffield']",Thomas Haden Church,Eliot Rockett,"['Brillstein-Grey Entertainment', 'Mindfire Entertainment']","['Fluid Entertainment', 'Regent Entertainment']",2000-09-22,9.0,82.0,United States,English,,,,Unknown
Steal This Movie!,Robert Greenwald,"['Jon Avnet', 'Ken Christmas', ""Vincent D'Onofrio""]","[""Vincent D'Onofrio"", 'Janeane Garofalo', 'Jeanne Tripplehorn', 'Kevin Corrigan', 'Donal Logue', 'Panou']",Vincent D'Onofrio,Denis Lenoir,"['Ardent Films', 'Greenlight Productions', 'Lakeshore International', 'Robert Greenwald Productions']",Lions Gate Films,2000-03-04,3.0,107.0,United States,English,,,,Unknown
Supernova,"['Walter Hill (as Thomas Lee)', 'Uncredited:', 'Jack Sholder', 'Francis Ford Coppola']","['Ash R. Shah', 'Daniel Chuba', 'Jamie Dixon']","['James Spader', 'Angela Bassett', 'Robert Forster', 'Lou Diamond Phillips', 'Peter Facinelli', 'Robin Tunney', 'Wilson Cruz']",James Spader,Lloyd Ahern II,"['Screenland Pictures', 'Hammerhead Productions', 'Metro-Goldwyn-Mayer']",MGM Distribution Co.,2000-01-14,1.0,90.0,,English,60000000.0,14800000.0,90096.0,R
The Tao of Steve,Jenniphr Goodman,Anthony Bregman,"['Donal Logue', 'Greer Goodman', 'Kimo Willis', 'Ayelet Kaznelson', 'David Aaron Baker', 'Nina Jaroslaw']",Donal Logue,,['Good Machine'],Sony Pictures Classics,2000-01-26,1.0,87.0,,English,,,91791.0,R
Terror Tract,"['Lance W. Dreesen', 'Clint Hutchison']","['Gregg L. Daniel', 'Lance W. Dreesen', 'Steven G. Kaplan', 'Richard Mix']","['John Ritter', 'David DeLuise', 'Allison Smith', 'Rachel York', 'Carmine Giovinazzo', 'Bryan Cranston', 'Brenda Strong', 'Will Estes']",John Ritter,Ken Blakey,['Giant Leap Entertainment'],Tomorrow Film Corporation,2000-10-18,10.0,96.0,United States,English,,,,R
Things You Can Tell Just by Looking at Her,Rodrigo García,"['Jon Avnet', 'Lisa Lindstrom', 'Marsha Oglesby']","['Glenn Close', 'Cameron Diaz', 'Calista Flockhart', 'Kathy Baker', 'Amy Brenneman', 'Holly Hunter']",Glenn Close,Emmanuel Lubezki,"['Franchise Pictures', 'United Artists']",MGM Distribution Co.,2000-01-22,1.0,109.0,United States,English,,,,PG-13
Thirteen Days,Roger Donaldson,"['Armyan Bernstein', 'Peter Almond', 'Kevin Costner']","['Kevin Costner', 'Bruce Greenwood', 'Steven Culp', 'Dylan Baker']",Kevin Costner,Andrzej Bartkowiak,['Beacon Pictures'],New Line Cinema,2000-12-25,12.0,145.0,United States,English,80000000.0,66599999.99999999,46668.0,PG-13
Thomas and the Magic Railroad,Britt Allcroft,"['Britt Allcroft', 'Phil Fehrle']","['Peter Fonda', 'Mara Wilson', 'Alec Baldwin', 'Didi Conn', 'Russell Means', 'Cody McMains', 'Michael E. Rodgers']",Peter Fonda,Paul Ryan,"['Destination Films', 'Gullane Pictures', 'Isle of Man Film Commission']","['Sony Pictures Releasing (United States)', 'Icon Film Distribution (United Kingdom)']",2000-07-09,7.0,84.0,,English,19000000.0,19700000.0,4154932.0,Unknown
Tigerland,Joel Schumacher,"['Arnon Milchan', 'Steven Haft', 'Beau Flynn']","['Colin Farrell', 'Matthew Davis', 'Shea Whigham', 'Clifton Collins Jr.', 'Thomas Guiry', 'Cole Hauser']",Colin Farrell,Matthew Libatique,"['Regency Enterprises', 'Haft Entertainment', 'New Regency']",20th Century Fox,,,101.0,United States,English,,,26715.0,R
The Tigger Movie,Jun Falkenstein,Cheryl Abood,"['Jim Cummings', 'Nikita Hopkins', 'Ken Sansom', 'John Fiedler', 'Peter Cullen', 'Andre Stojka', 'Kath Soucie', 'Tom Attenborough']",Jim Cummings,,"['Walt Disney Television Animation', 'Walt Disney Animation Japan', 'Walt Disney Pictures']",Buena Vista Pictures,2000-02-11,2.0,78.0,,English,,96200000.0,9427532.0,Unknown
Timecode,Mike Figgis,"['Mike Figgis', 'Annie Stewart']","['Saffron Burrows', 'Salma Hayek', 'Stellan Skarsgård', 'Jeanne Tripplehorn']",Saffron Burrows,Patrick Alexander Stewart,"['Screen Gems', 'Red Mullet Productions']",Sony Pictures Releasing,2000-04-28,4.0,97.0,United States,English,4000000.0,,93148.0,R
Titan A.E.,"['Don Bluth', 'Gary Goldman']","['Don Bluth', 'Gary Goldman', 'David Kirschner']","['Matt Damon', 'Bill Pullman', 'John Leguizamo', 'Nathan Lane', 'Janeane Garofalo', 'Drew Barrymore']",Matt Damon,,"['Fox Animation Studios', 'David Kirschner Productions']",20th Century Fox,2000-06-16,6.0,94.0,United States,English,75000000.0,36800000.0,9376845.0,PG
Traffic,Steven Soderbergh,"['Edward Zwick', 'Marshall Herskovitz', 'Laura Bickford']","['Don Cheadle', 'Benicio Del Toro', 'Michael Douglas', 'Luis Guzmán', 'Dennis Quaid', 'Catherine Zeta-Jones']",Don Cheadle,Peter Andrews,"['Bedford Falls Productions', 'Laura Bickford Productions', 'Initial Entertainment Group']",USA Films,2000-12-27,12.0,147.0,United States,,48000000.0,207500000.0,184725.0,R
